Ancestors,Class
['Building'],"('Cello', 'Training bench')"
['Building'],"('Cello', 'Trombone')"
['Building'],"('Cello', 'Torch')"
['Building'],"('Cello', 'Trumpet')"
['Building'],"('Cello', 'Bowling equipment')"
['Building'],"('Cello', 'Violin')"
['Building'],"('Cello', 'Axe')"
['Building'],"('Cello', 'Horizontal bar')"
['Building'],"('Cello', 'Bomb')"
['Building'],"('Cello', 'Parachute')"
['Building'],"('Cello', 'Chisel')"
['Building'],"('Cello', 'Camera')"
['Building'],"('Cello', 'Racket')"
['Building'],"('Cello', 'Chime')"
['Building'],"('Cello', 'Handgun')"
['Building'],"('Cello', 'Grinder')"
['Building'],"('Cello', 'Corded phone')"
['Building'],"('Cello', 'Ruler')"
['Building'],"('Cello', 'Band-aid')"
['Building'],"('Cello', 'Flute')"
['Building'],"('Cello', 'Balance beam')"
['Building'],"('Cello', 'Binoculars')"
['Building'],"('Cello', 'Accordion')"
['Building'],"('Cello', 'Maracas')"
['Building'],"('Cello', 'Helmet')"
['Vehicle'],"('Jet ski', 'Ambulance')"
['Vehicle'],"('Jet ski', 'Cart')"
['Vehicle'],"('Jet ski', 'Boat')"
['Vehicle'],"('Jet ski', 'Bus')"
['Vehicle'],"('Jet ski', 'Snowmobile')"
['Vehicle'],"('Jet ski', 'Golf cart')"
['Vehicle'],"('Jet ski', 'Motorcycle')"
['Vehicle'],"('Jet ski', 'Submarine')"
['Vehicle'],"('Jet ski', 'Segway')"
['Vehicle'],"('Jet ski', 'Train')"
['Vehicle'],"('Jet ski', 'Truck')"
['Vehicle'],"('Jet ski', 'Auto part')"
['Vehicle'],"('Jet ski', 'Helicopter')"
['Vehicle'],"('Jet ski', 'Rocket')"
['Vehicle'],"('Jet ski', 'Airplane')"
['Vehicle'],"('Jet ski', 'Unicycle')"
['Vehicle'],"('Jet ski', 'Car')"
['Vehicle'],"('Jet ski', 'Taxi')"
['Vehicle'],"('Jet ski', 'Wheelchair')"
['Animal'],"('Camel', 'Magpie')"
['Animal'],"('Camel', 'Tick')"
['Animal'],"('Camel', 'Centipede')"
['Animal'],"('Camel', 'Woodpecker')"
['Animal'],"('Camel', 'Blue jay')"
['Animal'],"('Camel', 'Bat (Animal)')"
['Animal'],"('Camel', 'Carnivore')"
['Animal'],"('Camel', 'Cattle')"
['Animal'],"('Camel', 'Dinosaur')"
['Animal'],"('Camel', 'Giraffe')"
['Animal'],"('Camel', 'Rhinoceros')"
['Animal'],"('Camel', 'Goldfish')"
['Animal'],"('Camel', 'Goat')"
['Animal'],"('Camel', 'Marine invertebrates')"
['Animal'],"('Camel', 'Horse')"
['Animal'],"('Camel', 'Hamster')"
['Animal'],"('Camel', 'Insect')"
['Animal'],"('Camel', 'Kangaroo')"
['Animal'],"('Camel', 'Koala')"
['Animal'],"('Camel', 'Lizard')"
['Animal'],"('Camel', 'Mouse')"
['Animal'],"('Camel', 'Ostrich')"
['Animal'],"('Camel', 'Penguin')"
['Animal'],"('Camel', 'Pig')"
['Animal'],"('Camel', 'Raven')"
['Animal'],"('Camel', 'Rabbit')"
['Animal'],"('Camel', 'Squirrel')"
['Animal'],"('Camel', 'Scorpion')"
['Animal'],"('Camel', 'Snake')"
['Animal'],"('Camel', 'Sheep')"
['Animal'],"('Camel', 'Worm')"
['Animal'],"('Camel', 'Zebra')"
['Animal'],"('Camel', 'Monkey')"
['Animal'],"('Camel', 'Chicken')"
['Animal'],"('Camel', 'Eagle')"
['Animal'],"('Camel', 'Owl')"
['Animal'],"('Camel', 'Duck')"
['Animal'],"('Camel', 'Turtle')"
['Animal'],"('Camel', 'Hippopotamus')"
['Animal'],"('Camel', 'Crocodile')"
['Animal'],"('Camel', 'Spider')"
['Animal'],"('Camel', 'Deer')"
['Animal'],"('Camel', 'Frog')"
['Animal'],"('Camel', 'Elephant')"
['Animal'],"('Camel', 'Shark')"
['Animal'],"('Camel', 'Porcupine')"
['Animal'],"('Camel', 'Canary')"
['Animal'],"('Camel', 'Hedgehog')"
['Animal'],"('Camel', 'Bull')"
['Animal'],"('Camel', 'Antelope')"
['Animal'],"('Camel', 'Goose')"
['Animal'],"('Camel', 'Mule')"
['Animal'],"('Camel', 'Swan')"
['Animal'],"('Camel', 'Falcon')"
['Animal'],"('Camel', 'Snail')"
['Animal'],"('Camel', 'Marine mammal')"
['Animal'],"('Camel', 'Parrot')"
['Animal'],"('Camel', 'Sparrow')"
['Animal'],"('Camel', 'Turkey')"
['Animal'],"('Camel', 'Skunk')"
['Animal'],"('Camel', 'Rays and skates')"
['Animal'],"('Camel', 'Seahorse')"
['Animal'],"('Camel', 'Alpaca')"
['Animal'],"('Camel', 'Armadillo')"
"['Mammal', 'Animal']","('Cat', 'Bear')"
"['Mammal', 'Animal']","('Cat', 'Dolphin')"
"['Mammal', 'Animal']","('Cat', 'Harbor seal')"
"['Mammal', 'Animal']","('Cat', 'Fox')"
"['Mammal', 'Animal']","('Cat', 'Jaguar (Animal)')"
"['Mammal', 'Animal']","('Cat', 'Lynx')"
"['Mammal', 'Animal']","('Cat', 'Red panda')"
"['Mammal', 'Animal']","('Cat', 'Tiger')"
"['Mammal', 'Animal']","('Cat', 'Whale')"
"['Mammal', 'Animal']","('Cat', 'Lion')"
"['Mammal', 'Animal']","('Cat', 'Dog')"
"['Mammal', 'Animal']","('Cat', 'Leopard')"
"['Mammal', 'Animal']","('Cat', 'Cheetah')"
"['Mammal', 'Animal']","('Cat', 'Otter')"
"['Mammal', 'Animal']","('Cat', 'Raccoon')"
"['Mammal', 'Animal']","('Cat', 'Sea lion')"
"['Watercraft', 'Vehicle']","('Gondola', 'Barge')"
"['Watercraft', 'Vehicle']","('Gondola', 'Canoe')"
"['Invertebrate', 'Animal']","('Beetle', 'Bee')"
"['Invertebrate', 'Animal']","('Beetle', 'Starfish')"
"['Invertebrate', 'Animal']","('Beetle', 'Isopod')"
"['Invertebrate', 'Animal']","('Beetle', 'Moths and butterflies')"
"['Invertebrate', 'Animal']","('Beetle', 'Jellyfish')"
"['Invertebrate', 'Animal']","('Beetle', 'Dragonfly')"
"['Invertebrate', 'Animal']","('Beetle', 'Ant')"
['Building'],"('Cannon', 'Container')"
['Building'],"('Cannon', 'Ladder')"
['Building'],"('Cannon', 'Toothbrush')"
['Building'],"('Cannon', 'Syringe')"
['Building'],"('Cannon', 'Organ (Musical Instrument)')"
['Building'],"('Cannon', 'Paddle')"
['Building'],"('Cannon', 'Banjo')"
['Building'],"('Cannon', 'Ball')"
['Building'],"('Cannon', 'Surfboard')"
['Building'],"('Cannon', 'Screwdriver')"
['Building'],"('Cannon', 'Drill (Tool)')"
['Building'],"('Cannon', 'Bow and arrow')"
['Building'],"('Cannon', 'Chainsaw')"
['Building'],"('Cannon', 'Wrench')"
['Building'],"('Cannon', 'Flashlight')"
['Building'],"('Cannon', 'Scissors')"
['Building'],"('Cannon', 'Cello')"
['Building'],"('Cannon', 'Hiking equipment')"
['Building'],"('Cannon', 'Drum')"
['Building'],"('Cannon', 'Ratchet (Device)')"
['Building'],"('Cannon', 'Dagger')"
['Building'],"('Cannon', 'Stretcher')"
['Building'],"('Cannon', 'Flying disc')"
['Building'],"('Cannon', 'Treadmill')"
['Building'],"('Cannon', 'French horn')"
['Building'],"('Cannon', 'Guitar')"
['Building'],"('Cannon', 'Baseball bat')"
['Building'],"('Cannon', 'Kitchen utensil')"
['Building'],"('Cannon', 'Stationary bicycle')"
['Building'],"('Cannon', 'Hammer')"
['Building'],"('Cannon', 'Harp')"
['Building'],"('Cannon', 'Harpsichord')"
['Building'],"('Cannon', 'Harmonica')"
['Building'],"('Cannon', 'Scale')"
['Building'],"('Cannon', 'Indoor rower')"
['Building'],"('Cannon', 'Punching bag')"
['Building'],"('Cannon', 'Golf ball')"
['Building'],"('Cannon', 'Dumbbell')"
['Building'],"('Cannon', 'Billiard table')"
['Building'],"('Cannon', 'Snowplow')"
['Building'],"('Cannon', 'Missile')"
['Building'],"('Cannon', 'Mobile phone')"
['Building'],"('Cannon', 'Personal flotation device')"
['Building'],"('Cannon', 'Musical keyboard')"
['Building'],"('Cannon', 'Scoreboard')"
['Building'],"('Cannon', 'Nail (Construction)')"
['Building'],"('Cannon', 'Oboe')"
['Building'],"('Cannon', 'Piano')"
['Building'],"('Cannon', 'Rifle')"
['Building'],"('Cannon', 'Skateboard')"
['Building'],"('Cannon', 'Saxophone')"
['Building'],"('Cannon', 'Shotgun')"
['Building'],"('Cannon', 'Snowboard')"
['Building'],"('Cannon', 'Sword')"
['Building'],"('Cannon', 'Ski')"
['Building'],"('Cannon', 'Tripod')"
['Building'],"('Cannon', 'Stethoscope')"
['Building'],"('Cannon', 'Training bench')"
['Building'],"('Cannon', 'Trombone')"
['Building'],"('Cannon', 'Torch')"
['Building'],"('Cannon', 'Trumpet')"
['Building'],"('Cannon', 'Bowling equipment')"
['Building'],"('Cannon', 'Violin')"
['Building'],"('Cannon', 'Axe')"
['Building'],"('Cannon', 'Horizontal bar')"
['Building'],"('Cannon', 'Bomb')"
['Building'],"('Cannon', 'Parachute')"
['Building'],"('Cannon', 'Chisel')"
['Building'],"('Cannon', 'Camera')"
['Building'],"('Cannon', 'Racket')"
['Building'],"('Cannon', 'Chime')"
['Building'],"('Cannon', 'Handgun')"
['Building'],"('Cannon', 'Grinder')"
['Building'],"('Cannon', 'Corded phone')"
['Building'],"('Cannon', 'Ruler')"
['Building'],"('Cannon', 'Band-aid')"
['Building'],"('Cannon', 'Flute')"
['Building'],"('Cannon', 'Balance beam')"
['Building'],"('Cannon', 'Binoculars')"
['Building'],"('Cannon', 'Accordion')"
['Building'],"('Cannon', 'Maracas')"
['Building'],"('Cannon', 'Helmet')"
['Food'],"('Cookie', 'Apple')"
['Food'],"('Cookie', 'Cucumber')"
['Food'],"('Cookie', 'Radish')"
['Food'],"('Cookie', 'Hot dog')"
['Food'],"('Cookie', 'Pretzel')"
['Food'],"('Cookie', 'Bagel')"
['Food'],"('Cookie', 'Popcorn')"
['Food'],"('Cookie', 'Cheese')"
['Food'],"('Cookie', 'Muffin')"
['Food'],"('Cookie', 'Winter melon')"
['Food'],"('Cookie', 'French fries')"
['Food'],"('Cookie', 'Grape')"
['Food'],"('Cookie', 'Common fig')"
['Food'],"('Cookie', 'Artichoke')"
['Food'],"('Cookie', 'Milk')"
['Food'],"('Cookie', 'Potato')"
['Food'],"('Cookie', 'Pear')"
['Food'],"('Cookie', 'Submarine sandwich')"
['Food'],"('Cookie', 'Strawberry')"
['Food'],"('Cookie', 'Tomato')"
['Food'],"('Cookie', 'Bread')"
['Food'],"('Cookie', 'Lemon')"
['Food'],"('Cookie', 'Banana')"
['Food'],"('Cookie', 'Hamburger')"
['Food'],"('Cookie', 'Garden Asparagus')"
['Food'],"('Cookie', 'Ice cream')"
['Food'],"('Cookie', 'Orange')"
['Food'],"('Cookie', 'Peach')"
['Food'],"('Cookie', 'Squash (Plant)')"
['Food'],"('Cookie', 'Shellfish')"
['Food'],"('Cookie', 'Cabbage')"
['Food'],"('Cookie', 'Carrot')"
['Food'],"('Cookie', 'Mango')"
['Food'],"('Cookie', 'Pineapple')"
['Food'],"('Cookie', 'Cake')"
['Food'],"('Cookie', 'Candy')"
['Food'],"('Cookie', 'Salad')"
['Food'],"('Cookie', 'Broccoli')"
['Food'],"('Cookie', 'Pastry')"
['Food'],"('Cookie', 'Grapefruit')"
['Food'],"('Cookie', 'Bell pepper')"
['Food'],"('Cookie', 'Pomegranate')"
['Food'],"('Cookie', 'Watermelon')"
['Food'],"('Cookie', 'Cantaloupe')"
['Plant'],"('Christmas tree', 'Lavender (Plant)')"
['Plant'],"('Christmas tree', 'Rose')"
['Plant'],"('Christmas tree', 'Palm tree')"
['Plant'],"('Christmas tree', 'Maple')"
['Plant'],"('Christmas tree', 'Common sunflower')"
['Plant'],"('Christmas tree', 'Lily')"
['Plant'],"('Christmas tree', 'Willow')"
"['Clothing', 'Fashion accessory']","('Cowboy hat', 'Fedora')"
"['Clothing', 'Fashion accessory']","('Cowboy hat', 'Sombrero')"
"['Clothing', 'Fashion accessory']","('Cowboy hat', 'Sun hat')"
['Building'],"('Hiking equipment', 'Container')"
['Building'],"('Hiking equipment', 'Ladder')"
['Building'],"('Hiking equipment', 'Toothbrush')"
['Building'],"('Hiking equipment', 'Syringe')"
['Building'],"('Hiking equipment', 'Organ (Musical Instrument)')"
['Building'],"('Hiking equipment', 'Paddle')"
['Building'],"('Hiking equipment', 'Banjo')"
['Building'],"('Hiking equipment', 'Ball')"
['Building'],"('Hiking equipment', 'Surfboard')"
['Building'],"('Hiking equipment', 'Screwdriver')"
['Building'],"('Hiking equipment', 'Drill (Tool)')"
['Building'],"('Hiking equipment', 'Bow and arrow')"
['Building'],"('Hiking equipment', 'Chainsaw')"
['Building'],"('Hiking equipment', 'Wrench')"
['Building'],"('Hiking equipment', 'Flashlight')"
['Building'],"('Hiking equipment', 'Scissors')"
['Building'],"('Hiking equipment', 'Cello')"
['Building'],"('Hiking equipment', 'Cannon')"
['Building'],"('Hiking equipment', 'Drum')"
['Building'],"('Hiking equipment', 'Ratchet (Device)')"
['Building'],"('Hiking equipment', 'Dagger')"
['Building'],"('Hiking equipment', 'Stretcher')"
['Building'],"('Hiking equipment', 'Flying disc')"
['Building'],"('Hiking equipment', 'Treadmill')"
['Building'],"('Hiking equipment', 'French horn')"
['Building'],"('Hiking equipment', 'Guitar')"
['Building'],"('Hiking equipment', 'Baseball bat')"
['Building'],"('Hiking equipment', 'Kitchen utensil')"
['Building'],"('Hiking equipment', 'Stationary bicycle')"
['Building'],"('Hiking equipment', 'Hammer')"
['Building'],"('Hiking equipment', 'Harp')"
['Building'],"('Hiking equipment', 'Harpsichord')"
['Building'],"('Hiking equipment', 'Harmonica')"
['Building'],"('Hiking equipment', 'Scale')"
['Building'],"('Hiking equipment', 'Indoor rower')"
['Building'],"('Hiking equipment', 'Punching bag')"
['Building'],"('Hiking equipment', 'Golf ball')"
['Building'],"('Hiking equipment', 'Dumbbell')"
['Building'],"('Hiking equipment', 'Billiard table')"
['Building'],"('Hiking equipment', 'Snowplow')"
['Building'],"('Hiking equipment', 'Missile')"
['Building'],"('Hiking equipment', 'Mobile phone')"
['Building'],"('Hiking equipment', 'Personal flotation device')"
['Building'],"('Hiking equipment', 'Musical keyboard')"
['Building'],"('Hiking equipment', 'Scoreboard')"
['Building'],"('Hiking equipment', 'Nail (Construction)')"
['Building'],"('Hiking equipment', 'Oboe')"
['Building'],"('Hiking equipment', 'Piano')"
['Building'],"('Hiking equipment', 'Rifle')"
['Building'],"('Hiking equipment', 'Skateboard')"
['Building'],"('Hiking equipment', 'Saxophone')"
['Building'],"('Hiking equipment', 'Shotgun')"
['Building'],"('Hiking equipment', 'Snowboard')"
['Building'],"('Hiking equipment', 'Sword')"
['Building'],"('Hiking equipment', 'Ski')"
['Building'],"('Hiking equipment', 'Tripod')"
['Building'],"('Hiking equipment', 'Stethoscope')"
['Building'],"('Hiking equipment', 'Training bench')"
['Building'],"('Hiking equipment', 'Trombone')"
['Building'],"('Hiking equipment', 'Torch')"
['Building'],"('Hiking equipment', 'Trumpet')"
['Building'],"('Hiking equipment', 'Bowling equipment')"
['Building'],"('Hiking equipment', 'Violin')"
['Building'],"('Hiking equipment', 'Axe')"
['Building'],"('Hiking equipment', 'Horizontal bar')"
['Building'],"('Hiking equipment', 'Bomb')"
['Building'],"('Hiking equipment', 'Parachute')"
['Building'],"('Hiking equipment', 'Chisel')"
['Building'],"('Hiking equipment', 'Camera')"
['Building'],"('Hiking equipment', 'Racket')"
['Building'],"('Hiking equipment', 'Chime')"
['Building'],"('Hiking equipment', 'Handgun')"
['Building'],"('Hiking equipment', 'Grinder')"
['Building'],"('Hiking equipment', 'Corded phone')"
['Building'],"('Hiking equipment', 'Ruler')"
['Building'],"('Hiking equipment', 'Band-aid')"
['Building'],"('Hiking equipment', 'Flute')"
['Building'],"('Hiking equipment', 'Balance beam')"
['Building'],"('Hiking equipment', 'Binoculars')"
['Building'],"('Hiking equipment', 'Accordion')"
['Building'],"('Hiking equipment', 'Maracas')"
['Building'],"('Hiking equipment', 'Helmet')"
['Furniture'],"('Studio couch', 'Sofa bed')"
['Furniture'],"('Studio couch', 'Infant bed')"
['Furniture'],"('Studio couch', 'Loveseat')"
['Furniture'],"('Studio couch', 'Coffee table')"
['Furniture'],"('Studio couch', 'Kitchen & dining room table')"
['Building'],"('Drum', 'Container')"
['Building'],"('Drum', 'Ladder')"
['Building'],"('Drum', 'Toothbrush')"
['Building'],"('Drum', 'Syringe')"
['Building'],"('Drum', 'Organ (Musical Instrument)')"
['Building'],"('Drum', 'Paddle')"
['Building'],"('Drum', 'Banjo')"
['Building'],"('Drum', 'Ball')"
['Building'],"('Drum', 'Surfboard')"
['Building'],"('Drum', 'Screwdriver')"
['Building'],"('Drum', 'Drill (Tool)')"
['Building'],"('Drum', 'Bow and arrow')"
['Building'],"('Drum', 'Chainsaw')"
['Building'],"('Drum', 'Wrench')"
['Building'],"('Drum', 'Flashlight')"
['Building'],"('Drum', 'Scissors')"
['Building'],"('Drum', 'Cello')"
['Building'],"('Drum', 'Cannon')"
['Building'],"('Drum', 'Hiking equipment')"
['Building'],"('Drum', 'Ratchet (Device)')"
['Building'],"('Drum', 'Dagger')"
['Building'],"('Drum', 'Stretcher')"
['Building'],"('Drum', 'Flying disc')"
['Building'],"('Drum', 'Treadmill')"
['Building'],"('Drum', 'French horn')"
['Building'],"('Drum', 'Guitar')"
['Building'],"('Drum', 'Baseball bat')"
['Building'],"('Drum', 'Kitchen utensil')"
['Building'],"('Drum', 'Stationary bicycle')"
['Building'],"('Drum', 'Hammer')"
['Building'],"('Drum', 'Harp')"
['Building'],"('Drum', 'Harpsichord')"
['Building'],"('Drum', 'Harmonica')"
['Building'],"('Drum', 'Scale')"
['Building'],"('Drum', 'Indoor rower')"
['Building'],"('Drum', 'Punching bag')"
['Building'],"('Drum', 'Golf ball')"
['Building'],"('Drum', 'Dumbbell')"
['Building'],"('Drum', 'Billiard table')"
['Building'],"('Drum', 'Snowplow')"
['Building'],"('Drum', 'Missile')"
['Building'],"('Drum', 'Mobile phone')"
['Building'],"('Drum', 'Personal flotation device')"
['Building'],"('Drum', 'Musical keyboard')"
['Building'],"('Drum', 'Scoreboard')"
['Building'],"('Drum', 'Nail (Construction)')"
['Building'],"('Drum', 'Oboe')"
['Building'],"('Drum', 'Piano')"
['Building'],"('Drum', 'Rifle')"
['Building'],"('Drum', 'Skateboard')"
['Building'],"('Drum', 'Saxophone')"
['Building'],"('Drum', 'Shotgun')"
['Building'],"('Drum', 'Snowboard')"
['Building'],"('Drum', 'Sword')"
['Building'],"('Drum', 'Ski')"
['Building'],"('Drum', 'Tripod')"
['Building'],"('Drum', 'Stethoscope')"
['Building'],"('Drum', 'Training bench')"
['Building'],"('Drum', 'Trombone')"
['Building'],"('Drum', 'Torch')"
['Building'],"('Drum', 'Trumpet')"
['Building'],"('Drum', 'Bowling equipment')"
['Building'],"('Drum', 'Violin')"
['Building'],"('Drum', 'Axe')"
['Building'],"('Drum', 'Horizontal bar')"
['Building'],"('Drum', 'Bomb')"
['Building'],"('Drum', 'Parachute')"
['Building'],"('Drum', 'Chisel')"
['Building'],"('Drum', 'Camera')"
['Building'],"('Drum', 'Racket')"
['Building'],"('Drum', 'Chime')"
['Building'],"('Drum', 'Handgun')"
['Building'],"('Drum', 'Grinder')"
['Building'],"('Drum', 'Corded phone')"
['Building'],"('Drum', 'Ruler')"
['Building'],"('Drum', 'Band-aid')"
['Building'],"('Drum', 'Flute')"
['Building'],"('Drum', 'Balance beam')"
['Building'],"('Drum', 'Binoculars')"
['Building'],"('Drum', 'Accordion')"
['Building'],"('Drum', 'Maracas')"
['Building'],"('Drum', 'Helmet')"
"['Vegetable', 'Food']","('Zucchini', 'Pumpkin')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Chopsticks')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Spatula')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Can opener')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Cutting board')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Whisk')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Drinking straw')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Knife')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Bottle')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Bottle opener')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Measuring cup')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Jug')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Pizza cutter')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Spoon')"
"['Kitchenware', 'Tool', 'Building']","('Ladle', 'Fork')"
['Person'],"('Human mouth', 'Human eye')"
['Person'],"('Human mouth', 'Human beard')"
['Person'],"('Human mouth', 'Skull')"
['Person'],"('Human mouth', 'Human foot')"
['Person'],"('Human mouth', 'Human ear')"
['Person'],"('Human mouth', 'Human hair')"
['Person'],"('Human mouth', 'Human head')"
['Person'],"('Human mouth', 'Human face')"
['Person'],"('Human mouth', 'Human arm')"
['Person'],"('Human mouth', 'Human nose')"
['Person'],"('Human mouth', 'Human hand')"
['Kitchenware'],"('Oven', 'Teapot')"
['Kitchenware'],"('Oven', 'Mug')"
['Kitchenware'],"('Oven', 'Coffee cup')"
['Kitchenware'],"('Oven', 'Blender')"
['Kitchenware'],"('Oven', 'Slow cooker')"
['Kitchenware'],"('Oven', 'Salt and pepper shakers')"
['Kitchenware'],"('Oven', 'Mixing bowl')"
['Kitchenware'],"('Oven', 'Saucer')"
['Kitchenware'],"('Oven', 'Food processor')"
['Kitchenware'],"('Oven', 'Refrigerator')"
['Kitchenware'],"('Oven', 'Cocktail shaker')"
['Kitchenware'],"('Oven', 'Bowl')"
['Kitchenware'],"('Oven', 'Waffle iron')"
['Kitchenware'],"('Oven', 'Plate')"
['Kitchenware'],"('Oven', 'Pitcher (Container)')"
['Kitchenware'],"('Oven', 'Kitchen knife')"
['Kitchenware'],"('Oven', 'Mixer')"
['Kitchenware'],"('Oven', 'Coffeemaker')"
['Kitchenware'],"('Oven', 'Platter')"
['Kitchenware'],"('Oven', 'Wine glass')"
['Kitchenware'],"('Oven', 'Microwave oven')"
['Kitchenware'],"('Oven', 'Serving tray')"
['Kitchenware'],"('Oven', 'Cake stand')"
['Kitchenware'],"('Oven', 'Pressure cooker')"
['Kitchenware'],"('Oven', 'Dishwasher')"
['Animal'],"('Dinosaur', 'Magpie')"
['Animal'],"('Dinosaur', 'Tick')"
['Animal'],"('Dinosaur', 'Centipede')"
['Animal'],"('Dinosaur', 'Woodpecker')"
['Animal'],"('Dinosaur', 'Blue jay')"
['Animal'],"('Dinosaur', 'Bat (Animal)')"
['Animal'],"('Dinosaur', 'Carnivore')"
['Animal'],"('Dinosaur', 'Cattle')"
['Animal'],"('Dinosaur', 'Camel')"
['Animal'],"('Dinosaur', 'Giraffe')"
['Animal'],"('Dinosaur', 'Rhinoceros')"
['Animal'],"('Dinosaur', 'Goldfish')"
['Animal'],"('Dinosaur', 'Goat')"
['Animal'],"('Dinosaur', 'Marine invertebrates')"
['Animal'],"('Dinosaur', 'Horse')"
['Animal'],"('Dinosaur', 'Hamster')"
['Animal'],"('Dinosaur', 'Insect')"
['Animal'],"('Dinosaur', 'Kangaroo')"
['Animal'],"('Dinosaur', 'Koala')"
['Animal'],"('Dinosaur', 'Lizard')"
['Animal'],"('Dinosaur', 'Mouse')"
['Animal'],"('Dinosaur', 'Ostrich')"
['Animal'],"('Dinosaur', 'Penguin')"
['Animal'],"('Dinosaur', 'Pig')"
['Animal'],"('Dinosaur', 'Raven')"
['Animal'],"('Dinosaur', 'Rabbit')"
['Animal'],"('Dinosaur', 'Squirrel')"
['Animal'],"('Dinosaur', 'Scorpion')"
['Animal'],"('Dinosaur', 'Snake')"
['Animal'],"('Dinosaur', 'Sheep')"
['Animal'],"('Dinosaur', 'Worm')"
['Animal'],"('Dinosaur', 'Zebra')"
['Animal'],"('Dinosaur', 'Monkey')"
['Animal'],"('Dinosaur', 'Chicken')"
['Animal'],"('Dinosaur', 'Eagle')"
['Animal'],"('Dinosaur', 'Owl')"
['Animal'],"('Dinosaur', 'Duck')"
['Animal'],"('Dinosaur', 'Turtle')"
['Animal'],"('Dinosaur', 'Hippopotamus')"
['Animal'],"('Dinosaur', 'Crocodile')"
['Animal'],"('Dinosaur', 'Spider')"
['Animal'],"('Dinosaur', 'Deer')"
['Animal'],"('Dinosaur', 'Frog')"
['Animal'],"('Dinosaur', 'Elephant')"
['Animal'],"('Dinosaur', 'Shark')"
['Animal'],"('Dinosaur', 'Porcupine')"
['Animal'],"('Dinosaur', 'Canary')"
['Animal'],"('Dinosaur', 'Hedgehog')"
['Animal'],"('Dinosaur', 'Bull')"
['Animal'],"('Dinosaur', 'Antelope')"
['Animal'],"('Dinosaur', 'Goose')"
['Animal'],"('Dinosaur', 'Mule')"
['Animal'],"('Dinosaur', 'Swan')"
['Animal'],"('Dinosaur', 'Falcon')"
['Animal'],"('Dinosaur', 'Snail')"
['Animal'],"('Dinosaur', 'Marine mammal')"
['Animal'],"('Dinosaur', 'Parrot')"
['Animal'],"('Dinosaur', 'Sparrow')"
['Animal'],"('Dinosaur', 'Turkey')"
['Animal'],"('Dinosaur', 'Skunk')"
['Animal'],"('Dinosaur', 'Rays and skates')"
['Animal'],"('Dinosaur', 'Seahorse')"
['Animal'],"('Dinosaur', 'Alpaca')"
['Animal'],"('Dinosaur', 'Armadillo')"
['Building'],"('Ratchet (Device)', 'Container')"
['Building'],"('Ratchet (Device)', 'Ladder')"
['Building'],"('Ratchet (Device)', 'Toothbrush')"
['Building'],"('Ratchet (Device)', 'Syringe')"
['Building'],"('Ratchet (Device)', 'Organ (Musical Instrument)')"
['Building'],"('Ratchet (Device)', 'Paddle')"
['Building'],"('Ratchet (Device)', 'Banjo')"
['Building'],"('Ratchet (Device)', 'Ball')"
['Building'],"('Ratchet (Device)', 'Surfboard')"
['Building'],"('Ratchet (Device)', 'Screwdriver')"
['Building'],"('Ratchet (Device)', 'Drill (Tool)')"
['Building'],"('Ratchet (Device)', 'Bow and arrow')"
['Building'],"('Ratchet (Device)', 'Chainsaw')"
['Building'],"('Ratchet (Device)', 'Wrench')"
['Building'],"('Ratchet (Device)', 'Flashlight')"
['Building'],"('Ratchet (Device)', 'Scissors')"
['Building'],"('Ratchet (Device)', 'Cello')"
['Building'],"('Ratchet (Device)', 'Cannon')"
['Building'],"('Ratchet (Device)', 'Hiking equipment')"
['Building'],"('Ratchet (Device)', 'Drum')"
['Building'],"('Ratchet (Device)', 'Dagger')"
['Building'],"('Ratchet (Device)', 'Stretcher')"
['Building'],"('Ratchet (Device)', 'Flying disc')"
['Building'],"('Ratchet (Device)', 'Treadmill')"
['Building'],"('Ratchet (Device)', 'French horn')"
['Building'],"('Ratchet (Device)', 'Guitar')"
['Building'],"('Ratchet (Device)', 'Baseball bat')"
['Building'],"('Ratchet (Device)', 'Kitchen utensil')"
['Building'],"('Ratchet (Device)', 'Stationary bicycle')"
['Building'],"('Ratchet (Device)', 'Hammer')"
['Building'],"('Ratchet (Device)', 'Harp')"
['Building'],"('Ratchet (Device)', 'Harpsichord')"
['Building'],"('Ratchet (Device)', 'Harmonica')"
['Building'],"('Ratchet (Device)', 'Scale')"
['Building'],"('Ratchet (Device)', 'Indoor rower')"
['Building'],"('Ratchet (Device)', 'Punching bag')"
['Building'],"('Ratchet (Device)', 'Golf ball')"
['Building'],"('Ratchet (Device)', 'Dumbbell')"
